review_id,pre
XP-pRzPH_QfCBPabvRKOSw,4
wOnC-VfvcDD8MW2JcjKCgQ,3
T4AJAFX_f-0CVXgUEdh2Gw,1
Pcp3F5tPFWA6bl71VfFdwg,5
7_xMi-IshB79MWtd_YQiEw,5
u0pw_DfPXNmOGBCr2c7vUQ,4
PMdXVdE0xi2-LpRmwLhj_Q,1
b2-bc_iVk6qqqqFwDGthhQ,3
wsQsKgQSXzxn6vXoT47M5A,5
70ueYBgrIDG0qbhgnBiihA,2
dtESoXRCmENjhx6qmQOXqw,3
0e23juynw4udBJnYhqWW7w,5
81yWKZlQSuw_YfgD05WQ-A,5
V3W9Xx6oYffMrbhJcvohxg,5
KAldkk7Cldop399Q0XYG9g,5
HfbjOWV0EeTD_NWqM2MioA,5
yAl3KwaGVTw0hikaKpXrNQ,5
Oew4X760wGSzR_nl97ejLg,1
CDtA8V1vvwLTbrc2SSN9cw,5
P4NWYuIsfYbjsSi4XUXOUg,4
N1Ol1DUk3vgJa4tIaX_43Q,4
gjdlt6lg8ylYY6MgK4wKbA,4
znNyHNjHxtwDaKfJh4oGnQ,5
YzKCbCPFvTBa2tBbJPQHIQ,5
pWqh9WGek6r2JKn73NchvQ,1
BoGzmGXylcnhqwGBT0GiUw,4
TxALdlfYHtqPPRSuUfzREg,5
UrzKNg5cL7SmfAw5BmkHwQ,2
Y6gAB36NnS2u6jk9-PLVMA,1
GoLGC3t6LBDzZ-eKQfYqrQ,5
PB_LwmmsEEINWmaR6j1woQ,4
-TBd70QT8sG7E7lMZawspw,4
bD4IJLRGecDWwEP-93cNig,5
iGTWCwHiv3Q5Q4qcuJzAWw,4
Ufx2lh5rIPJSPU4MN8fteQ,4
wiZmtgmC-W4cqgoLdIRQDA,4
kAM7z1N_KnMJbicn7Y9EJQ,4
-Tt7rAJNKdEM-3-Poj2Mgw,5
PZkhVMOSbSYp4HczTxngtg,1
S-R8CUSA8NHIOW80B-02Qw,5
WZGC1QLBWcvzzVDQ4oY5MQ,5
wxElRGM5oUlewAmjcjYaVg,1
FBaImVoMwi0bJQcYkW_42g,4
A3MlvlUsoJ-habKWUb7F3g,3
U5djHTvqLDhmiHLtv-HBFw,5
Lj1x_-S-Qvu_WiVyWzC9TA,5
CGWYquThpSd9VIaxosj5Zw,5
X9VK1_dmjX0e6ziaow-0KA,2
tHL643e251KsjJEjzYMh-g,5
c1i-L68AvfQYyAZZYpCgAw,1
d7ou5qpvqycMHFtEOEW6LA,2
L3KLPDy0jrKGfMqixMjeFA,1
5C1sd5iLFcTaBf2nHlLXSw,5
WdA1ii4lqHyWmCdttMKelA,1
xKrTm02sq7GVQXhlZnITlw,4
Yj17xhULop0SEJ8BoWDvuw,4
otgfhormHdR4SdUKK40HVA,1
CRY3534bxfXfssJMQ0corQ,3
Pu5Z8g6Fp8iAzZ0jvbcGZQ,5
oBoga8E4Q4Flmhc5dTFgMQ,4
nF5sHb_TOFXRo2uaadZR8A,4
5evbigR2S_OT5vwwEa7ktw,4
26buPQEm1s8Zc8IvUMawVQ,5
smslSosviJ4RsI_V3lkLhA,5
j0XuonXcjzl2WToAzX-VmQ,5
ZmrnNaC9sY1P5QH1CNV8Jg,5
8EhVWmwQnK71U3QKDeeTzA,5
QcrhYjHX4ofTI1llBRMZLg,4
_Zya0bU6k85QEndWG2G_Wg,5
FJL7K9e08nchY7Zuicg4Xw,5
js555SyutoHLdR1KiZLeCQ,5
mviOExCqHa0ekMWXaIAzZw,5
ffBNKiDUkVwgMDaQXcrkAg,5
DjZd2sVpuZU3wlzVILun9g,4
Fu5rzabrkP1rkn9SdO8BOA,5
X6joW4pk95_aVFGOWa4FpA,4
WFkhNG1zZz9UjUmJyp7lLg,1
jlzp7PquheHkrUeitYerAA,5
j9tUkVZns_yM6Lo77MSKEw,5
RObV7Z4RN88V1pk-B19roQ,1
VXZY1oBfAR-BOU3F4v0_wA,2
i9QDAcFhckOrr6qz_pYsqg,5
Bp6KWTofwlZFi7qMWSLPLA,4
58Mzw_iZdz_nfjTMd1ifjw,5
3C1gwYS735wQsTvFGQf5sA,5
hRmy8yymVwc5BOSOwdjTyA,5
eaFSUjniUsfQOCV0B3ZsIg,2
UmRtEJMPe86HKVs-WYuzmg,5
Berd6DO622IhxC--N-fG6Q,5
ApqB-XO5C8R5iYTGZSLzgQ,5
YR26MV2SOLASqwzYmgkV4A,5
ak4FvS66-cRMOExOrgnz6Q,1
JAHtvCsME93S-CXzflvv2g,5
nATWMTB1NPcQhHn8P5OqSw,5
DR6aG03QgIptrDqHHWL-5g,5
Nw6FySXobKP0zsFOibEDKQ,1
uKaMiAwTSyVpI-cPoYgX6g,4
EamQVmHus-5_OuA9u6JMLQ,5
ZHDvrUhmXmcc-3clGFZOuA,5
c3SQsPNR5buWrjdg1EPQCg,4
-opaqmdZ8oHAcmrhVmHFiQ,2
DmvvkXTjz3mJUsTzDWY6nA,5
cK73khusTOoTjLR3-pCqNw,5
g_o3lZS1nfbvXxbIFsi86Q,1
rvvcf-aHNsPEXJqGw0uv3g,4
uqhi3W_-QiHI2cTK3J0wrA,4
c5MTFjKuNYeMYmYSgUDULg,5
aoLgxGQkYB3Mo_BNzGVR4g,4
ubTINK-CDli0edKREDMEfQ,1
zagBngw-iPl82ScO2wR8jg,1
-EFRrifxINtucBiPgz4oWQ,5
K2frfC150yLCMf8C56ymNQ,5
AgT-yBgNo4Fx9M3d8vEyMw,2
RvB-iKXV8Hn_JFaGA7yjYA,5
WW_uWMUBPujn5ITtfI25IA,5
quHAcHtU1kN-ZuuH5xRy7g,4
DAK2NWMcYoApEvGTcIk1fw,4
CX7V3V2FihhKzub2e11JDw,4
OU4zS9OSHDMo39z-xTvKGg,1
DTTlkqk-gGKgKgfk80p1Bw,5
fS5QUH4SPbAd66pcvVRJDw,5
fpJF_NHWzqFzbPMo-B0SZw,5
naDFFS6d0UIJuC9b0SOtZA,5
BYHOEkO-WosMCkHxH7MAHw,4
nf09Lm14YSaTm7R1F0U9kA,5
NJ0RXYNaEmEgdRvob19IOA,4
94t43dfI0IXafcXdFhxTfg,5
I1MRhdt-0FrUkOD_msIvWA,4
Fs5vMDgu0cuL_GOWh-LyEg,1
yMwJqJCELQuzDgTlxmh_og,2
oKARKFbR8gKjSrNnjL7i9A,1
x9bdNfvo6_-Lc9W9hWyyww,5
Sct703ZsajfoZh0SA8z3vA,4
vP35nD2clFv1hsG12HrdGw,2
BXLi5STD09JZzy21xk1Lxw,5
gWT6LwQv81qw8r52wgYpeQ,5
nBw3EbpG0dgOZEwtAdetvQ,4
qoxG8mXyafB1RW92anOucw,4
KVnxTwCmSbqBiQMvHMVp1g,1
3RMTRhl5Nv5Rz11KjZ_xdA,5
6Y2OSQ2YWwFQ5RbjHW5Ljg,5
N42FdLI0hLZ4KOi0gQyO3Q,5
MhNjjNm4_nHo9wIFQBzqVw,5
8gKxFWOuc2PvaQH3GnfveQ,5
_b7KkB_YBtCAIFyTwDjhjg,4
0MoOI0Ds2uYYoKwiXiNaEQ,5
ufY_TipjxnpvtRVSD3VEBg,5
jSLlVXQI5ZULbV9wWp20bA,5
l1kciY0y6YbA_f_2k3Q1Iw,4
wJ46SO7_Tnvi_PvvVqQe8A,5
AGcdnfiMGU4qo-jA2xPouA,5
athrY68UtnyDBFiiSzq_xw,5
INXVEnpLGqIMb9BFoBn1Zw,4
I_C9es5vlvMy6TSQ95ZnIw,5
IcBi2aLhvTCwQtdHI929WQ,4
6RChJ3ogCHj3FdwKMXDHLA,5
eRKpTc_TzqIr9P3JJbk6Zw,4
3yJYwwFuCeBRrwfLk6XFxQ,5
3oeg54cezby0dtliSRve2A,2
25XasZZJPadfsRUkTgsQLg,5
rs-tjzZbwVj31vtPvt6Jew,5
AVZzkMNw_f8u1qvt4XcuaA,2
IOls4VamqKqObojottxfBQ,5
o6i8VY8acWq61qbtcOLxDg,5
GBPq8X5glqd9cLy5sXOEMQ,4
sDwWYVcATA8vA0JwNcnbXQ,4
NOahXVWW9uvRN4kbG5zzyw,5
1XvV0LvVd2Na8266PM67oQ,4
LY8MwSR2gBFIOvvK7dxYHw,5
rSaa69yo0q504mtqJkl2nQ,2
HMShYctaVwHzqbcWA4Fh0g,5
dfZHreuMw4txRIpPsOjm_g,4
NXXWVqBwvF_LxiJoq5wFYg,5
sVWMMajUNjTC014y-lHjww,1
P5zYS0OcH-1ZUZ6EF_gaWg,3
svPlE7Fmw1c4ysygF2r_YQ,1
qLKeP7v8XB23j7ZkoYP8Pg,5
YBD9JBcOmBi9VhCN-JemMA,5
zdMsOfLZAuditXpHY5kAWw,5
N3ncZS1neEWcWu6b15Dipg,5
S8MvALzL67vDlFISiSDLrg,1
EkUhGlin1huK7-ovBwxc0w,4
M0LhGiseet9SN-B5rto1bw,4
G2JiZc0fxxOdLT-Nvp6Ejg,5
ou-x_TYxroEhTRzb1XE3RQ,2
lgmXH-Zgg0BuBmwYMumXMw,1
RR4ysbRslY6ccWko71nrcA,5
AksiS2cfnms69gDVx93wRg,4
1zT5IoZsOslAeo4f9Ck7Ug,5
nvmYGgW20MnztBlnZD47Hg,2
q_UbHsuKcItyH7eqg084gw,4
XBQORumwjMSjEiIvNdxHPg,1
RNa3ddka_oN9RG33mqbC5g,2
Dru-NrtP1B7iZLuFDmr4lA,3
7HnWdEGqWojEHAnVDcK9tQ,2
2HgOHm9gnVSZTBGTuWocBw,2
fbEC_XHIkHriNO_sOdc0Pw,4
Xyu5_UcitFt5wI8DUIGE9A,4
5aAEGhCTz9GXRvOHkwJjkw,5
lDN68bBoYev3JG1H9_PWsA,1
KkkRo_dV4jpi-vlftFQ5oQ,5
uyFLCOWJPhzAs2fXvFSQEA,5
GA98lVig66vj5WQdIMX-8g,4
eIl1kA1YfpFnzQ_aErNe3g,5
2pqmmyuVqaNarxndKxOkXw,5
RN2lSa--jE7TfGgTIzllxg,5
ZZN6PZDXTyW04UiyHgdwNQ,5
_eB8-TF0ilurygYPp0kyLA,4
Djm4QfLqMlbIoIWlxCD2pg,3
gJgfWH1AkkgIV1nkzFgvOg,5
7IWyqMaO_OyOpZOyBQ1viQ,2
__MRiu8grLh6jPPiuvWW0A,5
g3OLv8QPyFUfBk4OAp68gA,3
tHp3a94UIywEBI-RzpYBUg,5
DLP7Lp41utBgTeuBUBkLSQ,5
OKGfyZ-yWlvyecaRlqREPw,4
albwxWOskQzix6fwtJBqeg,3
JbagkrxkO6YKcaF-CnyIxg,1
p79mh8ignOsjWcbskDJTIQ,5
5nTocccuWttvIWSuM0aN1A,1
118MOWm7_JkS0TwcuLb2HA,1
dI42ZEJc8QrWB7N_OhUQSw,5
qdc7szvPgfAjxJ5vK6LTaw,4
o-eM3XlJ3gW-mSfLw1LBRw,2
lfXiiDA93o1RHmoVFYEPsA,4
RpVjYYjgepcMVZg2QWd17g,4
H9rsXMR8kOnsez5X8Aqong,1
TI2jzcao-iRQwi0wTEjFcA,4
wRt-W9k6A5xfyJmvlgtIUA,2
2CVW1TCDrddmQ6yFn9Cqjw,5
yM7w-mxNfeL9U1F6DM5nfQ,5
Z5oQqGomIgo6m3u1dp4ITg,5
IIYqWft42BHl2YZhQ_A_fQ,4
Tg8ErpAusbj2BovRu5lbXw,4
UTaoU2T9mTGClTSoCatPww,1
FxB5XpwBLOjcFmtgxlhxOA,5
VNcS3fwWhsaN8kn0wiXD8A,4
3w294ON68vBXA03bjNkbVw,5
cSTfQ42BRYfvbwRmSoHMxg,1
yOp2HbjOBii89oVZh4yjeQ,5
7gtwgM5fisBvJvU-tSbQ0Q,1
q_yp7pRN9-rjxm92lSbUqA,1
lx7bgGrGIy_BWOVlY8adeA,5
nmylD7W61X1DfDE6mCNQFg,5
li6KqduVSmbMaO3hNkeQ0Q,5
76LH0wVehsxSerPC5qGDJw,5
S4-fCAKyq8NKjKJ-0q7-UA,5
KgZfvUQm9fx453_jfbCarg,3
Yn41tqO8MO-hKmEoZywKHA,5
bqR5v51tX6kRo6RU3SuB-A,5
2vZcQS6cQEwRaZcJTh0b9g,1
POxzxXi4z7LXTS-l5t5gsQ,4
Hmd--B83ttEnLjzREQNvew,5
l5cG-3fxbJNYw1xM6c4Z3Q,2
GTFcv0swjZlP6w6SSNgR8w,5
hLNxhu3Nk9evVwNredpzig,5
-TKz9mPBujiWH_Bf4elYSg,4
EJgfuLR2LEhni15ywBaiBA,1
nV1ZSmmDwxvZaVPaltE6Tg,5
UpxLGsdhZ_II9DztlcYv3A,4
etNzEuhBd9lYuUZAFK5n_Q,1
te2wx_7TjeuGZ-JZEkQY0Q,5
h0m315KtVu2g8YfXc5LA6w,4
nZpxFguYERRyuojvqMPpdA,1
fOh3U6fB-EzO_5Em0Gw67A,1
DcDTnQqZx7LJQYvmK9P7pA,5
j-iKus_wr75vS9tVyYgWPw,4
3kMzuLLM1SItfizFnpcV2g,4
OCweN9EUBP_bfLp2MaVHKQ,5
ps-aw76p6560VpUCLaKOJw,4
tmc60qJnQmATgl1J3VqClg,1
PIZQLH_DK9hr_ToPae6a-g,1
iQbFsR4RCvuk0C1AM3muzA,3
vWHWTQKkQHl5PrTwNmbHKQ,3
MRAuq2wf7iwQQ3OghbZBcA,3
8jhCoSuzKZihJEHWB4pSPw,4
KMD6V-NAJyamwK5diQgw1g,5
Llv1VJHlxmepVaK3HbGrHg,5
e25MmVdR3SBXOC1ScQHe-g,4
8tC-2faL1-rzpD6CJRzrdg,2
S2fkAO1yfMjsyI4BIpSdNQ,4
dYz60jEhny3sHqsBxMHPhw,4
ssRCsfXBZsSvvKmPjc8g0A,4
Xhn5C_iRaD4921OR13hyIg,5
fvTR-01UG_f0HeXVRd3weg,1
fozfMzfHbxcKbgd-vKyuyQ,2
QmMLIxP0meK38HpTyiXLKw,1
WePamwCEs5cvQOvyd_fJfQ,5
g9sRih7xrk90Be1F_rAYkg,5
I7EY8G_KQB8KowVLoEqt3A,3
kzHBN9kslPBbAd9fyYEd6w,5
JREkhoDzuL6TD0BTqHgibw,3
28iiNfuGRe0fr9e7EelJWg,5
1C2P7SoTFEp33Bu0MbQhCg,4
EqOTu4RPPVugaQVBxFdn3A,4
vGQOAkTs7WN16hXAmVgxgQ,4
MnXi6QD59NPfz9MgQxS-qQ,5
Xy0kRVX1F4a1wksUkg8cyQ,5
kp0HGoKWyIxgS6Z7ubVWfQ,2
bMbFku3IzJBdKj1bLHAulw,5
ZOqq8f9Rr2zWwgLbDyYVzw,1
Y70lf6ygXohGIpkT_7yF0A,5
JH8syD7lawPOhvqCgAgCtg,1
ap_bxjQ735z3SsG2hE_Nyg,2
VlZ8LilDySrcUb_aacWiMg,3
QfSsic8W84vHa-sm8q4a5Q,5
ecgiA8PIJik-cz5BLypWqg,4
U4TOfrwN9wCdQm9gadWOHg,4
KxAs6vwCfu1tUOqvYU5yYA,5
JpMldsAdjuOLeMpawPlkYQ,1
wx_0jmmk5g0jVT5BYkKLBQ,5
iJczAFps1zDQo5UeSZH6_A,1
siN4LnTLyrpFrMrYIV3rKw,1
TVXncOM4w8e3C9Pb6hrPRA,4
csdAMluG6zZO15Nq80Aa6w,5
J-c9BU-8Vf9MSMXF2RRSJA,2
h5yXpWTkZ169H0yP5jfd5w,5
3pqo5f8KTMmtZvCWNbk9EQ,4
Wct38VaSqvjge7unLHclsQ,1
pwaXYgPouHyscWnbE0RI9g,1
gbvYkxA9xFMnzOkpBzA-og,5
v389FmfDd50VQEOMmwUjqQ,2
saI4NbixWbMOLNyba1LD3Q,1
WBrf6drg8Bpc2NMlz_hqIQ,1
0--xYsqOlOLu-mwWtvzPsg,5
eZAdCjFTV1OCvpQDLT24fw,5
Esx5OZdSVvrQp3X_9_Ko6g,5
y-Lx4m10WIl8OiOLZCH6kA,5
qsJ_walkeLz52SE3VXOFmw,3
5MAN2jBoG-olwkIKJljCNw,5
KBvkfvOlJDM-CKyUPuis7w,5
UVQj8HrNauNx49NW5c8heg,1
r0kEwdIV8N7Dfy6RAorP2g,3
SvNl3cvypWol6SGy8Nk23A,1
A_qrvOsNXvxU4_zh5vkUIg,3
ay7T_TLck0omhHkMXSbOZw,5
88-isqLjjtEn_S9hTrmR3A,5
91d8l9c9n5jl_3iEBmJmZQ,5
ciBZxtMeJoApvXTrTemvzA,5
rzV8NkrdwpfxIu1oQJZ2aQ,5
GzabGc5kccCPr2l3FNXs0w,5
p6o_-3a23tQmPAr1-JPyIw,5
230eOJPJL2Zl-norM_hhQw,4
ogOv6KKZdYC4BdB5Q9l0bA,4
VxjoILtCPyg0m1du08-d7g,4
vy2mUMlLM-3xpchM4tWmUQ,4
Iw2P5sSvhM_VMdH_BvZdmQ,5
DOv8Ilf36if9W3eMLCN7kw,2
z7E5iZ6Dw64joZ_jfHS5sA,5
YRc4v9xuEHHX9ZL19UMjdg,5
AN-4vrmOUfTbSxBvvqTDwg,3
T8Cq0DwWVU5ZObRCpgLaNg,1
Up9pvafTflpp18xLjxPJuA,4
RB_H6sms787sETH5IHyBVQ,5
cAVH9lcqC2kD55p2WzGlww,2
cni1bDLcj9_3O-L5wHcMEA,5
NZIEbINBMG8kv7j_H_nF1Q,5
5PWf1lEh27t73l6aGx2NBQ,4
usNQcUX5fxwXCTpKFkk5Mg,4
glvLXpnBrF0Vlbv0HdmvmA,2
M8op81lvN-SNMXWM1FiL3A,5
bwue_A4SRByXrS1CxkWfnw,4
aoRXH_BTXBEfBqOJZciysQ,5
n4bHtPKwCVDeeSsP0jjh6w,4
ZEvlSFZhovGqVh-Uc24stA,5
8isf3YvO8WT8YWYbXVzYmA,5
zR-pPDb_3U4eUs59OBu2Cg,5
TsMai8iiikcxgthb2B39NA,1
Inr_hH9LDte2LYX8aTlPVQ,5
-Hkd1H-1JnPbwsTWWgJzXg,4
xRXN4ktnXCObTtPw3CIQDA,4
b_FqORAAM8fzOVbA1dSz3A,2
yaKHyquMLmojHQ3n-8UEVg,5
cblSOItkZfVEhiAu46mo3Q,1
_2XHLvewO5wuLfbcG0sWvQ,5
MUIrbe8hXwefiEP6TPNKwg,4
uZUjiO3npjY3ai2ejf6Eeg,5
PB8c6SNaoUo1GYm7BhnMdQ,5
kig-Lst6hutEPlsfv68JEw,5
Rpygn3CymVkLvH0Ug-WnJQ,5
UZPPiMCiBjAVkQBOrNA88w,3
Mai0pA0tMK-nLrPvADpBOA,5
UbCN-Tb3qBE_LyzNZpZwLw,4
anLmX3puy5akV78UKNJeFQ,1
9lwBYNzfHfVLsBD06VzarQ,1
dtUiDYhHjiCgP7or6sMhkA,5
s7vs0aHr-UJjJC-Uxa9MBw,5
UAPHrwH6QxQvwkkAop-GBQ,5
o_uHL6VjtlBvlR1IKo7dSQ,2
ZssBSR-eAy0B9o-C1w5LGA,3
AorgUbgVuMwOPjktK3MhzQ,5
Rl2tYYrGIn_GVxeMlvUGjQ,5
3HUEKxuq-GhmekGd9uk-nQ,5
F4TyUe2NgsBIoAaq8qvlow,5
-Y2jKsc_HW78fkSh7YwAKA,1
uDsuzKVu4bNUYPJ_z86k5g,5
mlj75MlUEtoeOn7G_6WBBQ,5
fUMP8_svwo7Gc9wzLdYxvA,3
RTZE2MX9C-FUObDLZ-1abQ,4
D0DKTmldZ2YICxEvm0zqKw,5
f_yNeAtDPEEJJ92Euly0EQ,1
bf2hUrTcrbZc3n4Spx4Wvg,4
2innIT8ttEyq5_tpcNcrsg,4
aKHYIwEoM5JIWCVPweoM0w,5
3FXmEOhceai-SZ6HtMvLbQ,1
zaDYExWoZZBrVaiFHqeS3w,4
GmJesVGwJogleqcXPDEnPA,1
F6J9gQXbCwyiAoW4v34Mgw,1
nX4gLV1QPC1Mh0TFuSSf4A,5
6uBFkEa4RyTkTZwWWdPanQ,3
h2n4PIk4Y8A7ywzhx-PzxA,5
8y_L29RtYZWs9GkOYmB_9A,5
N8OKF59FqJiZRWcbmZCGsg,4
1seddhjTHCbZDA7C0-9vRg,4
jM-bVNRppq-MaFhqkAlUvA,4
tnd2uH4tkPP3ndyAjSTacw,5
tR0MC0Z3D8xDmKTBBngC_g,5
CTVx7ciywOv9F2JHqPpV8A,4
VyS_mICdUj02MncFoPGenQ,3
Fut0ih6ONzrFk3fedoShyA,5
EF2NkM0AFHlLY6haW-62gg,5
uo-zYj5uTMBW0VIvC3CKDw,5
tNlY6mWFcqOkaZKvojvz0Q,5
lmfo1L3i3CpDKeto4L4UHA,4
Uevsw_GRBf1P4qAurL4Biw,5
q5D8g_1OxNhnsGGYG-cvPQ,5
aZUbhV0bXMAlGYdx_uz8KQ,5
93CbO1fq5bIBt_jn9qnMbw,5
nX5dlile6VchsyJbFJpwsA,2
N2ksaxzfIiW3Hdn9jFWlEQ,1
R83kA8WY-2X2BeDNI-dvGg,5
BxmjtpukTDw5dBnD98bJdA,4
g0IAUPOCmn9vZlK-DNo3uw,4
CG4z-yLMWFhrMc-65kC7gw,2
4MsnRrancvaFq85j87MpiQ,5
CfgNWbSRZWxwf5rvP7Zk9g,4
1CT_4A5RILwMM_BwxKS3FA,5
n6UAudL5OENkm77USyBQRA,3
lf9My_o4n-jFwPAe344xsA,5
dT0rt9EluJ8SDlHSI7fbjg,1
WtAtH9tL5HZxCfMnYglwNg,1
1YVLcSrEt4Wkqavj54eqkQ,4
NLigIjAUFsliXTUU8j9r_g,2
ARQZI9ltjZbWsPV3J3TZkw,4
iZu47GdJzRMiyLXr4aOUpg,1
7Lj6eXq0ZUBzlVC9sfeRQw,5
lrK31KG7sbAkr8ww6O8xxw,4
wA0tHffqNB2V0wDLiwsbUw,3
GASTxfP4y8fhJHClloPBjw,4
xXAkVtbtS4c-1ZLJ2dG-vA,4
jfw7a98Ii2YHAjeqgun7VQ,5
28I4bILc9Hb0_e3Asm1Nqw,5
AlWp7ALURQw0qI26FhCE_Q,5
tWsDxbZ4g4rGDcxDfHCmGQ,5
ioFCAJlAOKVcMCwkYpoKzw,4
-Hg67m4ivfggItp3aDzDZQ,2
LtNt67N66nxYbDTrW5DHBg,1
W2O2v2eETho0J7xHO6dJgQ,5
RD4YRchmJzzjrHhM8t5BXA,5
_TamgValwdYak0uCGBKEZg,5
zTXkafYRcaS0El9iwEweHg,5
afpdAz2h4OUUbw4ZoXfTbA,5
r93CYRvKeNy4ADtvWwEqmA,5
ZWkrk03ES4WKgXDA-xmiMw,2
Mn2yXqdSsiQL_Thx4_6uGA,5
zspMFxfK6TIaj54WT7UEBQ,1
-TluiX7ciI3itwr0ItcoZQ,4
w8SdjLpffYVO04gVPtSPbQ,5
I6cC9cZnSu1mqYjTq7oFGw,5
B20_gJbE8sif0AGTEIQiRA,1
BeR7RricKpCSnvit2yFmKQ,1
77ztaS2A7aAhZL-Rcd8mww,3
aS2t5EU3OgtkAqV-UTYaKA,2
snFYyi9F1e4p-nKAwgyazQ,5
QlzBU93Laz0WZW1qSRqRBA,3
e1tqnTpBYsGIz3Dp1xtOPw,1
nBi2TQz47ciZf-PwP1nSXA,5
qLray2txUpuJcKwyI4_1oA,1
0KggRickHyun0X8yYyuOLw,5
x4svrbJAD39XmEoSXx-eVg,5
049JKGf074YBz_ycYrmliA,5
yHBK3tnXdN801axnZVvYsA,5
Klg87ukdNqY1vl0DVdvydg,4
LEJ6wjP8i036ceUsifLAPw,2
jPY5FHiAv8ef-creUgqzoQ,5
b5al5ZtiXc2OUzgOg_dBKg,5
L1UK6hn5WpIfzbB8rG_iZA,1
cwjf1pql8BCJEoyiPoo85w,5
4tGx1eCbtY5NyB54drC_NQ,3
q_J66X4Lna8e1bR5hxmlmw,1
qcVu-lksxoAU_ZNtEQ3-Qw,4
WVao0afo-_rruwBeh9jcmw,5
FpZPpiehiJLjplCgG4rvoA,5
vG7PfpptLiRQ961v_0aPGg,3
huPtNB2LjbDjlz21ilAyxg,3
1_G3JncYvTpGqnRverpStA,2
8U6aSnvWvU3SyDCnK9PiKg,5
pYGc-FMUU5x7I3Bvqdg3zQ,3
JPnxZetjqRixX3QuLUNefQ,5
9JJ4kpmT3wx0srZZlI9tyg,1
rlP7YZiKTpNH-mUpQ6v8Vw,3
p_dpXLbc-LjMjsAdsiLbQQ,5
nRMSOxpyKaAWgrcHq0165w,5
bXY7693ehnamWsSDw3-K3A,2
Al-Hu4SZkhfrIRtBIXT6pw,3
mzmfN9gsZdnZomJP1pROBg,4
KppnPv9tuMS5fIZjxRjTeg,5
8qwnJfU3JxszIJwi9aT1Bw,4
vvXaypg7TJKGfantVrlXcA,5
dzFk07IPrXPjvQCn8y-6Yg,4
Jmy7vq_d9N3mAm56mGmKlA,3
ts-WrdA2cSWuV3Q6n1AawA,2
rRB-m-zaI5PPump1-uhmdg,5
Whdbpy9VjfC4nViQW8_dxA,5
X0ZDOTaEILZ3d9jl1a9WGQ,5
FpOtfacx3nEo-Hl3Z3xGbA,4
Zs_j310iwrzSeoPxEXNPkQ,4
JMGmfLbs88gevo8llQAZ0w,1
EFiLNjwY8087WKFWgNLt0w,4
sKaw4lUWNjcpE7AC5BEBWQ,1
oVLMz3bSgqqiPIYg01ctug,5
BOqL2xavKyJh0zmkbELItQ,5
PzqhzApMveiBSpoZvRTSJQ,2
93S-FNWo4dU4acKw4-8KVA,5
F7PfyQf48YWDVutzUyXbOA,5
bmdqTvQhHJ4xfYWRT5FBYg,5
Je26DspP0ejBJdIGKISB0Q,5
0u6_v-ytpUPDqsMwl-SIxA,5
3i35hTK4vTCQpFSRcMK5iw,5
BkfO4zCAy0tv3TOZgz-9wQ,1
d0oE1eI7PuDI8XKVGW15Xw,1
74FuDxonjenB5LPZYdVhXQ,5
XMV3qxEIiiNN1G2ShhCJdQ,1
eaAtImFcWMDzoKyj3jVYwQ,5
3XtiUKNCschgpUPafCcJqw,1
j2YVkvZ-0yG3AjqAq26y8g,4
esxp-wfluHX7Ud32qym39A,5
TKXbVyG-vgWLsby1jE6x8A,5
MrMgxZlIYJVD_QlihsJriQ,5
_gFkte9zXlXVaU4JUG-aqw,5
luHVsOiKZZLx_s1nsiihxQ,5
NwDXx0DbJuf3wMwmSTOGhQ,5
2lbg3v-65W4AWIlrvXET4A,4
qP--1lrzhBoh-v4MmNFB3g,4
-Rg4QJ0nIvZT99rMisYPCQ,5
FQa-mvks_C8Auu8fmWCWeg,2
MyRmOuPJ_vThM-6uoW9tKg,5
TixwGqzISrL7baShRpmFbw,3
-669W57p10njQZu2p89Y9A,1
E7ylhozEC243afYjuylvhQ,2
IkTI1Q-BmM8ofBrD4BnimQ,5
jVBon6eURyo_V5LeGrmhtQ,5
BZjqDlw-kZedETi4SGDMPA,1
MKk0gc3LmiJq7B-hBycW6g,5
67FQc6pGMN-IvsvJsivkLg,5
vBDGgsQhRSJKnhq2CpeEsQ,4
edDZMvviAtpcPFYrjyn0Uw,5
HdvBpM1CtHWgliEdx5OF8A,4
1MSmaar-cJ7AOlJgZBDTkQ,1
iByTri1WGa6U4MjYs-xg-Q,4
4d4tQwxOqo0L-ItFSHJ_yg,2
fO0KxVG2br-N-MKRGrcgCA,4
WVJHFmVHJiFsWcY2VxNMpA,3
VLlHsPdR4f1Soetu2P5bvQ,5
HDn7Z0lfnYIjSCKwosHIYg,4
obuQJxlN8zvmemLIUsPI6A,5
sRqey1pdeKaS3Q-DmfeArw,4
43ZxWCxnh0bEvwr7zFtvjQ,3
TQbALw4_FiuZND_YiMZz4w,4
zSL7-S8NcKheehBn3ESUdA,2
j2r7FKglJoNel1ayQxe5uA,5
efsG0cP0CNMtrz28It_tEQ,4
W6CvwbQZKdhf77RKUsenRw,2
3g32E0IAzYC5k9ZFltW__g,3
wz12WHeqN0phtdhIn-vK5g,4
BLAG1AJ2cjZ6Pvqr_5CzGQ,5
Gb6w_UeOGH6F86lK0zCXSw,5
ijknqdvzdjRAQ95yn1fA-w,2
jcNr8gSTmOcPatjnDvdmaQ,5
